TIME 	 CONC

0.0 	 4.0 

0.24489795918367346 	 3.698498824377704 

0.4897959183673469 	 3.419723388480815 

0.7346938775510203 	 3.1619607329983084 

0.9795918367346939 	 2.9236270134306768 

1.2244897959183674 	 2.703257768023064 

1.4693877551020407 	 2.4994989192558 

1.7142857142857142 	 2.3110984536002293 

1.9591836734693877 	 2.1368987284153946 

2.204081632653061 	 1.9758293587146372 

2.4489795918367347 	 1.8269006400942593 

2.693877551020408 	 1.6891974674108734 

2.9387755102040813 	 1.5618737118402277 

3.183673469387755 	 1.4441470217668808 

3.4285714285714284 	 1.3352940155583428 

3.673469387755102 	 1.2346458366852786 

3.9183673469387754 	 1.1415840438758327 

4.163265306122449 	 1.055536811050778 

4.408163265306122 	 0.9759754136896734 

4.653061224489796 	 0.9024109800382002 

4.8979591836734695 	 0.8343914871942035 

5.142857142857142 	 0.7714989836146317 

5.387755102040816 	 0.7133470209768272 

5.63265306122449 	 0.6595782796140331 

5.877551020408163 	 0.6098623729343927 

6.122448979591836 	 0.5638938173325121 

6.36734693877551 	 0.5213901551195379 

6.612244897959184 	 0.4820902189379299 

6.857142857142857 	 0.4457525269964809 

7.1020408163265305 	 0.41215379926496887 

7.346938775510204 	 0.38108758551107286 

7.591836734693877 	 0.35236299674941035 

7.836734693877551 	 0.3258035323079747 

8.081632653061224 	 0.30124599530478696 

8.326530612244898 	 0.27853948987081145 

8.571428571428571 	 0.2575444939574904 

8.816326530612244 	 0.23813200203168233 

9.061224489795919 	 0.22018273239022143 

9.306122448979592 	 0.20358639422337624 

9.551020408163264 	 0.1882410099236132 

9.795918367346939 	 0.1740522884755387 

10.040816326530612 	 0.1609330460767573 

10.285714285714285 	 0.14880267042960243 

10.53061224489796 	 0.13758662541203687 

10.775510204081632 	 0.12721599308412848 

11.020408163265305 	 0.11762705021592287 

11.26530612244898 	 0.10876087673465193 

11.510204081632653 	 0.10056299368534968 

11.755102040816325 	 0.09298302848029207 

12.0 	 0.08597440538035969 

